"GB_idx_st_s","_time","bytes_idx_st_s",index,"run_id",source,sourcetype
"0.00038738735020160675","2025-10-26T00:00:00.000-0700",415954,apptango,"10/27/2025:09:57:34","C:\\Program Files\\Tronics Software\\TeraScript Server 7\\logs\\TeraScript7_2c\\TeraScript.log","app:tango"
"0.00000010896474123001099","2025-10-27T00:00:00.000-0700",117,apptango,"10/27/2025:09:57:34","C:\\Program Files\\Tronics Software\\TeraScript Server 7\\logs\\TeraScript7_2c\\TeraScript_26-10-2025.log","app:tango"
"0.0012908810749650002","2025-10-27T00:00:00.000-0700",1386073,apptango,"10/27/2025:09:57:34","C:\\Program Files\\Tronics Software\\TeraScript Server 7\\logs\\TeraScript7_2d\\TeraScript.log","app:tango"
"0.027567114681005478","2025-10-26T00:00:00.000-0700",29599964,appapache,"10/27/2025:09:57:34","/var/log/Tcmp/TcmpApiProxy_2004.log","app:tcmp"
"0.003997050225734711","2025-10-27T00:00:00.000-0700",4291800,appapache,"10/27/2025:09:57:34","/var/log/Tcmp/TcmpApiProxy_2005.log","app:tcmp"
"0.08307172730565071","2025-10-26T00:00:00.000-0700",89197588,appapache,"10/27/2025:09:57:34","/var/log/Vantiv_Proxy/vantiv.log","app:vantiv:proxy"
"0.13489647302776575","2025-10-27T00:00:00.000-0700",144843985,appapache,"10/27/2025:09:57:34","/var/log/VersatileCredit/VersatileCredit.log","app:versatilecredit"
"0.0020842570811510086","2025-10-27T00:00:00.000-0700",2237954,osnix,"10/27/2025:09:57:34",auditd,auditd
"0.4754133177921176","2025-10-27T00:00:00.000-0700",510471163,"aws_logs","10/27/2025:09:57:34","aws:kinesis","aws:firehose:text"
"1.1004764251410961","2025-10-26T00:00:00.000-0700",1181627564,"aws_logs","10/27/2025:09:57:34","http:caylentfirhose","aws:firehose:text"
"0.00009583588689565659","2025-10-27T00:00:00.000-0700",102903,osnix,"10/27/2025:09:57:34",bandwidth,bandwidth
"0.10321216750890017","2025-10-27T00:00:00.000-0700",110823221,osnix,"10/27/2025:09:57:34","/var/log/cacti/cacti.log","cacti-too_small"
"0.0033606132492423058","2025-10-27T00:00:00.000-0700",3608431,apptomcat,"10/27/2025:09:57:34","/var/log/tomcat7/catalina.out",catalina
"0.2561013987287879","2025-10-27T00:00:00.000-0700",274986783,netfw,"10/27/2025:09:57:34",sc4s,"cisco:asa"
"0.0010367073118686676","2025-10-26T00:00:00.000-0700",1113156,netops,"10/27/2025:09:57:34",sc4s,"cisco:ios"
"0.007375023327767849","2025-10-27T00:00:00.000-0700",7918871,osnix,"10/27/2025:09:57:34",cpu,cpu
"0.003969139419496059","2025-10-26T00:00:00.000-0700",4261831,osnix,"10/27/2025:09:57:34",cpu,"cpu_metric"
"0.00010378286242485046","2025-10-26T00:00:00.000-0700",111436,osnix,"10/27/2025:09:57:34","/var/log/cron","cron-2"
"0.0046114251017570496","2025-10-26T00:00:00.000-0700",4951480,osnix,"10/27/2025:09:57:34","/var/log/cron","cron-too_small"
"0.0000002523884177207947","2025-10-27T00:00:00.000-0700",271,netids,"10/27/2025:09:57:34",sc4s,darktrace
"0.000005142763257026672","2025-10-27T00:00:00.000-0700",5522,epintel,"10/27/2025:09:57:34",sc4s,"deepsecurity-firewall"
"0.0004196874797344208","2025-10-26T00:00:00.000-0700",450636,epintel,"10/27/2025:09:57:34",sc4s,"deepsecurity-system_events"
"0.00020601786673069","2025-10-27T00:00:00.000-0700",221210,osnix,"10/27/2025:09:57:34",df,df
"0.00013813376426696777","2025-10-26T00:00:00.000-0700",148320,osnix,"10/27/2025:09:57:34",df,"df_metric"
"0.00001556798815727234","2025-10-27T00:00:00.000-0700",16716,osnix,"10/27/2025:09:57:34","/var/log/dnf.log",dnf
"0.00014862418174743652","2025-10-27T00:00:00.000-0700",159584,osnix,"10/27/2025:09:57:34","/var/log/dnf.log","dnf-10"
"0.00007179751992225647","2025-10-26T00:00:00.000-0700",77092,osnix,"10/27/2025:09:57:34","/var/log/dnf.log","dnf-11"
"0.000007994472980499268","2025-10-27T00:00:00.000-0700",8584,osnix,"10/27/2025:09:57:34","/var/log/dnf.log","dnf-12"
"0.000007988885045051575","2025-10-27T00:00:00.000-0700",8578,osnix,"10/27/2025:09:57:34","/var/log/dnf.log","dnf-14"
"0.000022193416953086853","2025-10-26T00:00:00.000-0700",23830,osnix,"10/27/2025:09:57:34","/var/log/dnf.log","dnf-4"
"0.00002511497586965561","2025-10-27T00:00:00.000-0700",26967,osnix,"10/27/2025:09:57:34","/var/log/dnf.log","dnf-5"
"0.000032432377338409424","2025-10-26T00:00:00.000-0700",34824,osnix,"10/27/2025:09:57:34","/var/log/dnf.log","dnf-6"
"0.000007372349500656128","2025-10-27T00:00:00.000-0700",7916,osnix,"10/27/2025:09:57:34","/var/log/dnf.log","dnf-7"
"0.0002194782719016075","2025-10-26T00:00:00.000-0700",235663,osnix,"10/27/2025:09:57:34","/var/log/dnf.log","dnf-too_small"
"0.0001307111233472824","2025-10-27T00:00:00.000-0700",140350,osnix,"10/27/2025:09:57:34","/var/log/dnf.librepo.log","dnf.librepo"
"0.000004393979907035828","2025-10-26T00:00:00.000-0700",4718,osnix,"10/27/2025:09:57:34","/var/log/dnf.librepo.log","dnf.librepo-2"
"0.000017267651855945587","2025-10-27T00:00:00.000-0700",18541,osnix,"10/27/2025:09:57:34","/var/log/dnf.librepo.log","dnf.librepo-3"
"0.000011772848665714264","2025-10-26T00:00:00.000-0700",12641,osnix,"10/27/2025:09:57:34","/var/log/dnf.librepo.log","dnf.librepo-4"
"0.000007424503564834595","2025-10-27T00:00:00.000-0700",7972,osnix,"10/27/2025:09:57:34","/var/log/dnf.librepo.log","dnf.librepo.log"
"0.00003219675272703171","2025-10-27T00:00:00.000-0700",34571,osnix,"10/27/2025:09:57:34","/var/log/dnf.log","dnf.log"
"0.000007803551852703094","2025-10-27T00:00:00.000-0700",8379,osnix,"10/27/2025:09:57:34","/var/log/dnf.rpm.log","dnf.rpm"
"0.0000026011839509010315","2025-10-26T00:00:00.000-0700",2793,osnix,"10/27/2025:09:57:34","/var/log/dnf.rpm.log","dnf.rpm-2"
"0.0000006901100277900696","2025-10-27T00:00:00.000-0700",741,osnix,"10/27/2025:09:57:34","/var/log/dnf.rpm.log","dnf.rpm-3"
"0.0000002086162567138672","2025-10-26T00:00:00.000-0700",224,appengine,"10/27/2025:09:57:34","C:\\Logs\\BLI-ENGINE-02 irms2025-10-26 15.log","engine:processors"
"0.00000020582228899002075","2025-10-26T00:00:00.000-0700",221,appengine,"10/27/2025:09:57:34","C:\\Logs\\BLI-ENGINE-02 irms2025-10-26 19.log","engine:processors"
"0.00000038929283618927","2025-10-27T00:00:00.000-0700",418,appengine,"10/27/2025:09:57:34","C:\\Logs\\BLI-ENGINE-02 irms2025-10-27 06.log","engine:processors"
"0.0000015543773770332336","2025-10-27T00:00:00.000-0700",1669,appengine,"10/27/2025:09:57:34","C:\\Logs\\BLI-ENGINE-02 irms2025-10-27 08.log","engine:processors"
"0.00003722216933965683","2025-10-26T00:00:00.000-0700",39967,appengine,"10/27/2025:09:57:34","C:\\Logs\\BLI-ENGINE-02_Z3_MAIN_PORT_9010 2025-10-26 08.log","engine:processors"
"0.0006818082183599472","2025-10-26T00:00:00.000-0700",732086,appengine,"10/27/2025:09:57:34","C:\\Logs\\BLI-ENGINE-02_Z3_MAIN_PORT_9010 2025-10-26 11.log","engine:processors"
"0.0006716279312968254","2025-10-26T00:00:00.000-0700",721155,appengine,"10/27/2025:09:57:34","C:\\Logs\\BLI-ENGINE-02_Z3_MAIN_PORT_9010 2025-10-26 13.log","engine:processors"
"0.0006590560078620911","2025-10-26T00:00:00.000-0700",707656,appengine,"10/27/2025:09:57:34","C:\\Logs\\BLI-ENGINE-02_Z3_MAIN_PORT_9010 2025-10-26 15.log","engine:processors"
"0.0007809894159436226","2025-10-26T00:00:00.000-0700",838581,appengine,"10/27/2025:09:57:34","C:\\Logs\\BLI-ENGINE-02_Z3_MAIN_PORT_9010 2025-10-26 17.log","engine:processors"
"0.0006666211411356926","2025-10-26T00:00:00.000-0700",715779,appengine,"10/27/2025:09:57:34","C:\\Logs\\BLI-ENGINE-02_Z3_MAIN_PORT_9010 2025-10-26 19.log","engine:processors"
"0.0007097441703081131","2025-10-26T00:00:00.000-0700",762082,appengine,"10/27/2025:09:57:34","C:\\Logs\\BLI-ENGINE-02_Z3_MAIN_PORT_9010 2025-10-26 20.log","engine:processors"
"0.00071739312261343","2025-10-26T00:00:00.000-0700",770295,appengine,"10/27/2025:09:57:34","C:\\Logs\\BLI-ENGINE-02_Z3_MAIN_PORT_9010 2025-10-26 22.log","engine:processors"
"0.00003201514482498169","2025-10-27T00:00:00.000-0700",34376,appengine,"10/27/2025:09:57:34","C:\\Logs\\BLI-ENGINE-02_Z3_MAIN_PORT_9010 2025-10-26 23.log","engine:processors"
"0.0006818585097789764","2025-10-27T00:00:00.000-0700",732140,appengine,"10/27/2025:09:57:34","C:\\Logs\\BLI-ENGINE-02_Z3_MAIN_PORT_9010 2025-10-27 00.log","engine:processors"
"0.0006411764770746231","2025-10-27T00:00:00.000-0700",688458,appengine,"10/27/2025:09:57:34","C:\\Logs\\BLI-ENGINE-02_Z3_MAIN_PORT_9010 2025-10-27 02.log","engine:processors"
"0.0006844494491815567","2025-10-27T00:00:00.000-0700",734922,appengine,"10/27/2025:09:57:34","C:\\Logs\\BLI-ENGINE-02_Z3_MAIN_PORT_9010 2025-10-27 04.log","engine:processors"
"0.0006922846660017967","2025-10-27T00:00:00.000-0700",743335,appengine,"10/27/2025:09:57:34","C:\\Logs\\BLI-ENGINE-02_Z3_MAIN_PORT_9010 2025-10-27 06.log","engine:processors"
"0.0007412172853946686","2025-10-27T00:00:00.000-0700",795876,appengine,"10/27/2025:09:57:34","C:\\Logs\\BLI-ENGINE-02_Z3_MAIN_PORT_9010 2025-10-27 08.log","engine:processors"
"0.0006844038143754005","2025-10-26T00:00:00.000-0700",734873,appengine,"10/27/2025:09:57:34","C:\\Logs\\BLI-ENGINE-02_Z3_MAIN_PORT_9011 2025-10-26 09.log","engine:processors"
"0.0006412966176867485","2025-10-26T00:00:00.000-0700",688587,appengine,"10/27/2025:09:57:34","C:\\Logs\\BLI-ENGINE-02_Z3_MAIN_PORT_9011 2025-10-26 10.log","engine:processors"
"0.0006717480719089508","2025-10-26T00:00:00.000-0700",721284,appengine,"10/27/2025:09:57:34","C:\\Logs\\BLI-ENGINE-02_Z3_MAIN_PORT_9011 2025-10-26 12.log","engine:processors"
"0.0007456475868821144","2025-10-26T00:00:00.000-0700",800633,appengine,"10/27/2025:09:57:34","C:\\Logs\\BLI-ENGINE-02_Z3_MAIN_PORT_9011 2025-10-26 14.log","engine:processors"
"0.0007123928517103195","2025-10-26T00:00:00.000-0700",764926,appengine,"10/27/2025:09:57:34","C:\\Logs\\BLI-ENGINE-02_Z3_MAIN_PORT_9011 2025-10-26 16.log","engine:processors"
"0.0006894459947943687","2025-10-26T00:00:00.000-0700",740287,appengine,"10/27/2025:09:57:34","C:\\Logs\\BLI-ENGINE-02_Z3_MAIN_PORT_9011 2025-10-26 18.log","engine:processors"
"0.0006768368184566498","2025-10-26T00:00:00.000-0700",726748,appengine,"10/27/2025:09:57:34","C:\\Logs\\BLI-ENGINE-02_Z3_MAIN_PORT_9011 2025-10-26 21.log","engine:processors"
"0.0006180843338370323","2025-10-26T00:00:00.000-0700",663663,appengine,"10/27/2025:09:57:34","C:\\Logs\\BLI-ENGINE-02_Z3_MAIN_PORT_9011 2025-10-26 23.log","engine:processors"
"0.0005652252584695816","2025-10-27T00:00:00.000-0700",606906,appengine,"10/27/2025:09:57:34","C:\\Logs\\BLI-ENGINE-02_Z3_MAIN_PORT_9011 2025-10-27 01.log","engine:processors"
"0.0007200082764029503","2025-10-27T00:00:00.000-0700",773103,appengine,"10/27/2025:09:57:34","C:\\Logs\\BLI-ENGINE-02_Z3_MAIN_PORT_9011 2025-10-27 03.log","engine:processors"
"0.0006285235285758972","2025-10-27T00:00:00.000-0700",674872,appengine,"10/27/2025:09:57:34","C:\\Logs\\BLI-ENGINE-02_Z3_MAIN_PORT_9011 2025-10-27 05.log","engine:processors"
"0.0006894655525684357","2025-10-27T00:00:00.000-0700",740308,appengine,"10/27/2025:09:57:34","C:\\Logs\\BLI-ENGINE-02_Z3_MAIN_PORT_9011 2025-10-27 07.log","engine:processors"
"0.0006582709029316902","2025-10-27T00:00:00.000-0700",706813,appengine,"10/27/2025:09:57:34","C:\\Logs\\BLI-ENGINE-02_Z3_MAIN_PORT_9011 2025-10-27 09.log","engine:processors"
"0.000047458335757255554","2025-10-26T00:00:00.000-0700",50958,appengine,"10/27/2025:09:57:34","C:\\Logs\\BLI-ENGINE-02_Z3_MAIN_PORT_9012 2025-10-26 08.log","engine:processors"
"0.0006565097719430923","2025-10-26T00:00:00.000-0700",704922,appengine,"10/27/2025:09:57:34","C:\\Logs\\BLI-ENGINE-02_Z3_MAIN_PORT_9012 2025-10-26 11.log","engine:processors"
"0.0006615202873945236","2025-10-26T00:00:00.000-0700",710302,appengine,"10/27/2025:09:57:34","C:\\Logs\\BLI-ENGINE-02_Z3_MAIN_PORT_9012 2025-10-26 13.log","engine:processors"
